jp,cn,kr,en
外からは僅かな月明かりが、あまり掃除の行き届いていないガラス窓から差し込んでいた。,微弱的月光透过带有淡淡污渍的窗户，洒入了校舍之内。,희미한 달빛이 지저분한 유리창을 타고 흘러든다.,
いつも誰かによってにぎやかな廊下は不気味なまで静寂だ。,平日里热闹的走廊，现在安静到毛骨悚然。,언제나 사람들의 소리로 떠들썩한 복도가 꺼림칙할 만큼 조용하다.,
お化けがでるというなら、ぼくはそれを全面から信じよう。,如果说这里有妖怪出没，我肯定会深信不疑吧。,"누가 괴물이 나온다고 허무맹랑한 소리를 해도, 난 그 말을 전적으로 믿을 것이다.",
お化けを思い浮かべ、脳裏にユエナが映る。,说到妖怪，我就想起了由依奈。,머릿속에 괴물이란 단어가 떠오르자 곧 유에나의 모습이 생각났다.,
彼女は――本当にお化けなのだろうか。,她——真的是妖怪吗？,그녀는―― 정말로 괴물이었을까.,
「少年」,“少年。”,「소년.」,
足音だけがやたら響く廊下に先輩の声が耳に届く。,寂静的走廊内只剩下我们的脚步声，学姐突然叫住了我。,발자국 소리만이 크게 퍼지던 복도에 선배님의 목소리가 겹쳐진다.,
「なんですか？」,“怎么了？”,「왜 그러세요?」,
「怖いか？」,“你害怕吗？”,「무섭나?」,
「……バカにしてます？」,“……学姐是在嘲笑我吗？”,「……사람 무시하세요?」,
「なんだ、君も男の子だな。怖いなら私の隣を歩けばよいと思ったのだが」,“看来你也是个男子汉啊。我本来想着，如果你害怕的话可以走在我身边”,"「이런, 너도 남자였구나. 무섭다면 내 옆에서 걸으라고 할까 했는데.」",
「殿は任せてくださいよ」,“后面就放心交给我吧。”,「후방은 저한테 맡기세요.」,
ドンと胸を叩いてみる。,我拍了拍胸脯。,가슴을 탁 두들긴다.,
「ふふ、頼もしいな。だがな……」,“呵呵，真可靠啊。但是……”,"「후후, 믿음직한걸. 하지만…….」",
「？」,“？”,「？」,
先輩はそこで一度言葉を区切り、普段よりもずっと声のテンションを落として、,学姐停顿了一下，然后用低沉的音调继续说道。,선배님은 잠깐 말을 거두어들였다가 평소보다 목소리 톤을 훨씬 낮게 깔고는,
「こういった場合、我々が予期せぬ何かというものは、大抵後ろからやってくるものだ」,“这种时候，意料之外的东西总是从后面袭击过来的”,"「이런 경우, 우리가 예상치 못한 무언가는 대부분 뒤에서 튀어나오기 마련이야.」",
「っ！？」,“？！”,「윽?!」,
かつてないほど高速で首をひねって後ろを見る。,我以前所未有的速度猛然扭头向后看。,인생 최고의 속도로 목을 움츠리며 뒤돌아본다.,
もちろん後ろには何もなくて、ただ廊下が奥の闇に吸い込まれていくようなそんな光景だけ。,后面当然什么都没有，走廊上只有一片深邃的黑暗。,당연히 뒤에는 아무것도 없다. 그저 복도가 깊은 어둠으로 말려들고 있을 뿐.,
「ふふっ、頼もしいな」,“呵呵，真可靠啊。”,"「후후, 정말 믿음직해.」",
嘲笑気味の笑みで先輩はニヤニヤと笑った。,学姐满面笑容，仿佛是在嘲弄我。,선배님이 비웃는 듯이 히죽히죽 웃는다.,
「くっ、先輩……」,“唔，学姐……”,"「큭, 선배님…….」",
冷たい汗が背中をツツッと流れるのを不快に思いながら先輩を睨む。,我感受着背后冷汗直流的不适感，向学姐投去不满的目光。,불쾌한 식은땀이 등줄기에 주르르 흐른다. 나는 선배님을 노려보았다.,
「はっはっは、そう怒らないでくれたまえ少年。天体観測は楽しいものだから、な」,“哈哈哈，别生气了，少年。天文观测是件开心的事情，对吧？”,"「하하하. 그렇게 성내지 마라, 소년. 천체 관측은 아주 즐거울 테니까, 응?」",
先輩が小さくウインクをして笑った。,学姐对我轻轻眨了眨眼。,선배님이 작게 윙크 하고 웃는다.,
そういうのは、ずるいと思う。,这让我都不知道该如何生气了。,"그렇게 무마하는 건, 너무 치사하잖아.",
先輩の後ろから、時折ちらちらと後ろ確認しながら廊下を歩いた。,我走在学姐身后，时不时确认一下后面的情况。,"선배님의 뒤에서, 이따금 후방을 힐끔힐끔 확인하며 복도를 걷는다.",
日中の喧噪な教室や廊下が嘘みたいに静かだ。,教室与走廊一片寂静，完全感受不到白天的喧嚣。,낮에는 시끌벅적하던 교실과 복도가 거짓말처럼 조용하다.,
歩くたびに、実体化したしじまに飲み込まれていく感覚に陥る。,每走一步都会感觉自己正在被这片寂静所吞噬。,걸어갈 때마다 실체화된 침묵에 삼켜지는 감각을 느낀다.,
それに飲み込まれないようにぼくは、先輩の後頭部から流れる、揺れる長いリボンをじっと見つめていた。,为了安定心神，我一直注视着学姐系在脑后飘来荡去的发带。,"나는 이 감각에 휩쓸리지 않도록 선배님의 뒷머리에서 흐르는, 길다란 리본을 응시하고 있었다.",
「静かだな」,“真安静啊。”,「조용하네.」,
「ほんと、不気味です」,“感觉好不舒服。”,"「진짜, 소름 끼쳐요.」",
僅かな息遣い、二人の足音が響いて届く。,四周只有我们的脚步声，以及轻微的呼吸声。,"가느다란 숨결, 두 사람의 발소리가 울려 퍼진다.",
やがて廊下を歩き階段をのぼって、部室までやってくる。,我们终于离开走廊爬上楼梯，来到了活动室。,"드디어 복도를 지나 계단을 올라, 부실에 다다른다.",
「あそこから部室は、結構遠かったですね」,“距离真够远的。”,「저쪽에서 부실까지는 꽤 머네요.」,
ぼくらが侵入した場所から部室までは結構な道のりだった。,从我们翻墙的地点到活动室，距离算是相当长了。,우리가 침입한 장소에서 부실까지는 상당히 긴 여정이었다.,
おまけに電気もついていないほぼ闇の中を歩いてきたのだ、いつもより断然その時間は長く感じた。,而且一路上都是在黑暗中前进，体感时间也变得格外漫长。,게다가 불 없이 암흑에 가까운 길이었기에 평소보다 시간이 길게 느껴졌다.,
「そうか？　わたしはあっという間だったがな」,“会吗？我觉得没走多久就到了啊。”,「그랬나? 나는 눈 깜짝할 새에 도착한 듯한데.」,
「ま、お楽しみはこれからだ」,“好啦，好戏还在后头。”,"「뭐, 즐거움은 지금부터니까.」",
先輩はポケットから鍵をだして扉を開ける。,学姐从口袋里取出钥匙，打开了门。,선배님이 주머니에서 키를 꺼내 문을 연다.,
普段から静かで人通りもない場所であるから、この辺りの寂しさというものは変わった気はしない。,这里平时就冷冷清清，所以反倒不觉得有变化。,평소에도 조용하고 인적이 드문 곳이라 이곳의 적막함은 딱히 다르게 느껴지지 않는다.,
それでも静けさに深みが増して、闇が一層色づいたように思える。,即便如此，活动室的寂静与黑暗也同样变得愈发深沉。,"그럼에도 적막함에 깊이가 더해져, 어둠이 한층 더 진해 보였다.",
「さて、望遠鏡を持っていくとしようか」,“好了，把望远镜拿上吧。”,「그럼 망원경을 가져가도록 할까.」,
部室に入る。,我们走进活动室。,부실로 들어선다.,
部室も日中とは違って、だいぶ顔を変えている。,里面的模样也和白天大不一样。,부실도 낮과는 달리 분위기가 적잖이 변했다.,
「確かに不気味ですけど、やっぱり夜の部活ってなんかいいですね」,“虽然有点可怕，但在晚上搞社团活动还是很有趣啊。”,"「확실히 섬뜩하긴 하지만, 밤에 동아리 활동이라니 왠지 좋네요.」",
いつも陽光に照らされているものが、今はひっそりと闇の中で眠っている。,平时沐浴在阳光之下的校园，现在正静静沉睡于黑暗之中。,"언제나 햇빛에 빛나던 것들이, 지금은 가만히 어둠 속에 잠들어 있다.",
「ああ、本当に。わたしもすごくテンションが上がっているよ。君といるからかな？」,“是啊，我也兴奋起来了。是因为和你在一起吗？”,「정말 그래. 나도 기분이 굉장히 고양된 상태야. 너와 함께 있어서일까?」,
「からかわないでくださいよ」,“学姐别捉弄我了。”,「장난치지 마세요.」,
「ふむ、残念」,“唔，可惜了。”,"「흠, 아쉽군.」",
先輩は懐中電灯で段ボールを照らす。,学姐用手电筒照向纸箱。,선배님은 손전등으로 상자를 비추었다.,
夕方見た時と変わらない場所に整然と置かれている。,纸箱依然完好地放在原处。,저녁에 봤던 그 자리에 가지런히 놓여 있다.,
「懐中電灯を持っていてくれたまえ」,“帮我拿着手电筒。”,「손전등을 좀 들어 주겠나.」,
「わかりました」,“好的。”,「알겠어요.」,
