jp,cn,kr,en
扉のドアノブを破壊して、強引にも侵入してきた見知らぬ女性は、先輩とぼくと、そしてユエナの顔を見回してご丁寧にも挨拶をした。,不认识的女性破坏了门锁强行入侵了活动室。她把我、学姐和由依奈挨个看了一遍然后认真打了个招呼。,"손잡이를 부수고 강제로 침입해 온 낯선 여성은 선배님과 나, 그리고 유에나의 얼굴을 둘러보며 정중하게 인사를 건넸다.",
この見知らぬ女性は、真っ白な白衣を着ている。胸元のペンダントがきらりと光る。,女性穿着纯白的白大褂，胸前的挂坠闪闪发光。,이 낯선 여성은 백의를 입고 있었다. 가슴께에서 펜던트가 반짝 빛난다.,
華奢な身体で、しかし大人な彼女に、ぼくは不覚にも美しい人だと思う。,纤细但成熟的身体让我不禁觉得她是个美女。,"가녀린 몸매에 어른스러운 그녀를 보고, 나는 순간 아름답다고 생각했다.",
「あら、お楽しみ中かしら？」,“哎呀？你们正忙着呢？”,「혹시 재미 보던 중이었니?」,
見知らぬ女性はぼくとユエナを見て、ニヤリと笑う。,不认识的女性看着我和由依奈，笑了起来。,낯선 여성은 나와 유에나를 보고 빙긋 웃었다.,
「っ！？」,“呃？！”,「윽!?」,
しまった。,糟了。,실수했다.,
ぼくはすぐに起き上がろうして身体を起こす。が……、,我拼命想要起身。可是……,나는 일어나려고 황급히 상반신을 들었다. 그리고……,
ゴチッと鈍い音がする。,砰的一声。,딱 하고 둔탁한 소리가 울린다.,
「いっつ〜」,“疼～”,「아앗~」,
「〜〜っ」,“～～”,「으응~~」,
見事なまでに綺麗におでことおでこをぶつけあい、二人しておでこを抑える。,我和由依奈的额头完美地撞在一起，两人同时后仰。,보기 좋게 부딪힌 우리는 각자의 이마를 문질렀다.,
そんなぼくらをあの女性がみている。,那位女性一直看着我们。,여성이 우리를 바라보고 있다.,
「ごめん、ユエナ。大丈夫？」,“抱歉，由依奈。你没事吧？”,"「미안, 유에나. 괜찮아?」",
「うん……だいじょうぶ。ぱふぇてろっ」,“嗯……没事。芭菲突击～”,「응…… 괜찮아. 파르페테러.」,
ユエナはおでこをおさえながら、なんともないとでも言うようにピースをする。,由依奈按着额头，手比出一个V说自己没事。,유에나는 이마를 문지르면서 아무렇지도 않다는 듯 브이를 만들었다.,
けっこう涙目だけど。,但是眼睛里都泛泪花了。,눈엔 눈물이 맺혀 있지만.,
ユエナはゆっくり立ち上がって、スカートをぱんぱんとはらう。,由依奈慢慢站起来，拍了拍裙子。,유에나가 천천히 일어나 치마를 탁탁 털었다.,
それに続きぼくも立ち上がる。,接着我也站了起来。,뒤따라 나도 일어선다.,
「ユエナ……ね」,“由依奈……是么。”,「유에나…….」,
見知らぬ女性がユエナの名前を呟く。,不认识的女性嘟哝着由依奈的名字。,낯선 여성이 유에나의 이름을 중얼거린다.,
反射的に、これはまずいと思う。,这让我猛然发觉事情有些不妙。,반사적으로 나쁜 예감이 들었다.,
ふと先輩と目があうと、先輩はゆっくり女性に近づいていく。,我朝学姐看去，她正慢慢向那位女性走过去。,순간 선배님과 눈이 마주친다. 선배님은 천천히 여성에게 다가갔다.,
「そろそろ、あなたが誰なのか教えていただきたいのだけれど」,“你是不是应该自报家门一下了呢？”,「슬슬 당신이 누군지 알려 주셨으면 합니다만.」,
静かに響いた先輩の玲瓏な声には、僅かな覇気が孕んでいる。,学姐清脆的声音中透着几分强硬。,조용히 퍼지는 선배님의 영롱한 목소리에 굳은 의지가 서려 있었다.,
「わたし？」,“我？”,「나?」,
「あなた以外にいるわけないでしょう」,“除了你就没有别人了吧？”,「당신 말고 누가 있죠.」,
「いずれ分かるわ」,“你们会知道的。”,「조만간 알게 돼.」,
女性は、淑やかに笑って相手にしないといった態度をみせる。,女性沉稳地笑着，摆出一副不愿理会态度。,여성은 단아하게 웃으며 상대하지 않겠다는 태도를 취했다.,
「ところで」,“话说，”,「그건 그렇고.」,
「あなたたちは、そこの少女が誰か、分かってるのかしら？」,“你们知道那个女孩是什么人吗？”,"「너희는 거기 있는 아이가 누군지, 알고 있는 거니?」",
あなたたち、というのはぼくと先輩だろう。,我们——是说我和学姐吧？,너희는 나와 선배님을 지칭한 것이리라.,
そしてそこの少女というのは――ユエナ。,而“那个女孩”是指由依奈。,그리고 거기 있는 아이는―― 유에나.,
見知らぬ誰かが、わざわざユエナを指して誰かなんて聞くなんて。,一个不认识的人特意指着由依奈问是什么人。,처음 본 누군가가 유에나를 가리켜 그 정체를 아느냐고 묻는 상황.,
この女性は、きっとユエナが宇宙人であることを知っている。,这个女人肯定知道由依奈是外星人。,즉 이 여성은 유에나가 외계인이란 사실을 알고 있다.,
そんな確信がある。,我能肯定。,그런 확신이 들었다.,
「……」,“……”,「…….」,
ぼくは黙る。なんて言えばいいのか分からない。,我沉默了，不知该如何回答。,나는 침묵했다. 무슨 말을 해야 좋을지 몰랐다.,
それに、扉を破壊して侵入してきたうえに素性の分からない女性に恐怖している。,完全不知道这个破门而入的女人是什么来头，这让我感到恐惧。,거기에 더해 문을 부수고 침입해 온 신원 불명의 여자에게 두려움을 느꼈다.,
「部員ですが」,“是社员，怎么了？”,「부원입니다.」,
先輩が一歩前に出る。,学姐又向前走了一步。,선배님이 한발 앞으로 나선다.,
「ふーん」,“哼～”,「흐음ー」,
女性は、白衣のポケットに手をツッコんで、あざ笑うように先輩を見た。,女性把手抄进白大褂的口袋，带着嘲笑似的看着学姐。,여성은 백의 주머니에 손을 찌르고 비웃듯이 선배님을 흘겨보았다.,
「なら教えておくわね、その子、宇宙人よ」,“那我来告诉你吧，那孩子是外星人哦？”,"「그럼 가르쳐 줘야겠네. 그 아이, 외계인이야.」",
「……」,“……”,「…….」,
「黙っているのね。知っていたってことかしら？」,“你不说话。是因为你知道吗？”,"「가만히 있는 걸 보니, 알고 있었던 거니?」",
「いいえ、突拍子もなさすぎて驚いているのだけれど」,“不，只是太突然了吓了我一跳。”,"「아뇨, 너무 어처구니가 없어서 놀랐을 뿐입니다.」",
「悪くないわね」,“不错嘛。”,「나쁘지 않은걸.」,
先輩と女性の間にパチパチと火花があがるように見える。,学姐和女性之间仿佛迸出火花。,두 사람 사이에 격렬한 스파크가 튀는 것처럼 보였다.,
ユエナはともかく、ぼくは完全に取り残されるようなかたちでこの場を見守る。,且不说由依奈，我现在完全被丢在一边了。只能默默在一旁看着。,"유에나는 둘째 치고, 나는 완전히 소외된 듯한 상황이다. 일단 이 장면을 지켜보았다.",
「ユエナ……といったわね」,“由依奈……是这么叫你的吧？”,「유에나……라고 했지.」,
女性は先輩から目を逸らし、今度はまたユエナに向き直る。,女性不再继续看着学姐，而是把视线转向由依奈。,여성은 선배님에게서 눈을 돌려 이번에는 유에나에게 말했다.,
「……」,“……”,「…….」,
「なに？」,“什么事？”,「왜?」,
ユエナはあまりこの状況を理解していないようで、ぽかんと首を傾げる。,由依奈似乎没有理解现在的状况，不解地歪着头。,유에나는 이 상황을 잘 이해하지 못한 듯 의아해한다.,
「いいえ、なにもないわ」,“不，没事。”,"「아니, 아무것도 아니야.」",
女性はユエナに微笑みかけると、最後にぼくをみた。,女性朝由依奈露出微笑，最后转向我。,여성은 유에나에게 미소 지은 뒤 마지막으로 나를 쳐다보았다.,
「言っておくわね」,“我先说清楚。”,「똑똑히 말할게.」,
「な、何をですか」,“说、说什么？”,"「무, 무슨 말이요.」",
「ユエナは――敵だよ」,“由依奈——是敌人。”,「유에나는―― 적이야.」,
「て、敵！？」,“敌、敌人？！”,"「저, 적이요?!」",
思わず声をあげる。,我不禁叫起来。,나도 모르게 목소리가 높아졌다.,
「敵ってどういう……」,“敌人，是什么意思……？”,「적이라니 그게 무슨…….」,
「ちょっとごめんね」,“抱歉，稍等。”,「잠시 미안해.」,
女性は手でぼくを遮って、耳元に手をやった。,女性伸手挡住我，另一只手伸向耳边。,여성은 손으로 내 말을 가로막고 귓가에 손을 얹었다.,
髪の間から僅かに見えるは耳の先だけ。,头发的缝隙间只能稍稍能看到耳郭。,머리카락 사이로 귀 끝부분이 어렴풋이 보였다.,
しかしきっと何か通信機器を装着しているだろうことは分かる。,不过能看出她耳朵上带着某种通讯装置。,아마도 통신기기를 장착했으리라고 짐작한다.,
「うん……はい……」,“嗯……是……”,「응……. 네…….」,
女性は耳に手をあてながら何か相槌を打っていた。,女性把手贴在耳边不住附和着。,여성은 귀에 손을 얹은 채 무언가 대답하고 있다.,
ぼくら三人は、その間何も動けずにいる。,而我们三个人完全动不了。,우리 세 사람은 그 동안 아무런 행동도 취하지 못했다.,
きっとこれは、彼女の隙で、ぼくらにとってはチャンスなのかもしれない。,现在对我们来说大概是个机会。,그녀가 틈을 보인 지금이 우리에겐 기회일지도 모른다.,
